"genes"	"hypoxia.01"	"hypoxia.02"	"hypoxia.03"	"hypoxia.04"	"normoxia.01"	"normoxia.02"	"normoxia.03"	"normoxia.04"	"hypoxia_avg"	"normoxia_avg"	"log2FC"	"pval"	"qval"	"pi"
"TMEM40"	152.44	153.59	140.18	141.82	120.32	79.5	66.66	65.81	147.01	83.07	0.82	0.000134213360502293	0.00241034369611968	2.14669524133663
"TMEM41A"	23.35	24.42	24.95	23.36	17.72	16.58	16.39	18.16	24.02	17.21	0.46	0.0011529625728568	0.00832601426126143	0.956598910799809
"TMEM41B"	70.31	84.19	77.81	63.26	60.33	43.64	37.45	39.28	73.89	45.17	0.7	0.000297244135935464	0.00361780719342886	1.70908820743368
"TMEM42"	31.84	33.83	35.85	37.77	25.12	31.89	35.88	31.06	34.82	30.99	0.16	0.0198188787948504	0.0491730948242484	0.20932359320098
"TMEM43"	37.83	42.8	44.78	42.98	33.04	36.23	45.33	36.29	42.1	37.72	0.15	0.0135235725785178	0.0395999103551254	0.210345869582076
"TMEM44"	16.38	11.22	10.09	12.19	15.88	7.38	7.59	7.74	12.47	9.65	0.34	0.0829354889629152	0.12467570981512	0.307434171182789
"TMEM45A"	27.58	23.98	7.06	18.41	20.28	8.29	1.97	3.91	19.26	8.61	1.08	0.0286087851398001	0.0610589022964991	1.31139108822716
"TMEM45B"	114.8	108.26	138.43	176.71	88.81	124.13	129.8	168.84	134.55	127.89	0.07	0.0682940284690311	0.108144200362336	0.0676197736387662
"TMEM47"	94.35	107.2	107.53	144.83	35.49	69.42	62.21	52.85	113.48	54.99	1.03	0.000166820943418708	0.00267544207467729	2.64978258081007
"TMEM50A"	107.39	119.91	138.2	112.58	116.58	134	136.68	120.53	119.52	126.95	-0.09	0.0215139554700421	0.0516688423931364	-0.115809414158809
"TMEM50B"	25.33	33.95	46.76	42.32	33.43	54.81	61.09	62.08	37.09	52.85	-0.5	0.00156608394425153	0.0100948146769925	-0.997950824764247
"TMEM51"	104.37	93.69	71.9	80.5	132.25	61.72	45.62	63.77	87.61	75.84	0.21	0.297795475953189	0.34566171936743	0.0968832299706309
"TMEM52"	0.2	1.77	0.69	2.95	0.16	0.41	0.89	0.34	1.4	0.45	0.73	1	1	0
"TMEM52B"	0.19	0.14	0.2	0.15	0.5	0.05	0.29	0.25	0.17	0.27	-0.12	1	1	0
"TMEM53"	13.94	13.25	9.85	10.8	10.54	10.27	9.78	10.37	11.96	10.24	0.21	0.0440535108309678	0.0796982916516896	0.230695707414987
"TMEM54"	101.69	89.65	98.8	120.35	82.59	127.1	137.93	132.71	102.62	120.08	-0.22	0.127040475561575	0.172453430837993	-0.167932195470978
"TMEM59"	646.83	711.17	821.58	734.8	629.85	911.19	905.28	833.73	728.6	820.01	-0.17	0.0255349710698606	0.0570243166020984	-0.211469784826825
"TMEM59L"	0.17	0.21	0.08	0.21	0.36	0.2	0.06	0.11	0.17	0.18	-0.02	0.390117700086248	0.43775931287756	-0.00717529211958762
"TMEM60"	24.51	20.08	22.73	20.28	28.07	31.17	27.04	26.65	21.9	28.23	-0.35	0.0059954129918781	0.0243564908110417	-0.564684849050242
"TMEM61"	2.22	2.71	1.72	1.6	2.58	0.93	1.07	0.53	2.06	1.28	0.43	0.0123497050224397	0.0375627257110149	0.612854447433938
"TMEM62"	28.12	38.17	35.71	42.44	23.49	22.62	20.32	23.47	36.11	22.48	0.66	0.000813926061279457	0.00667196631549679	1.43599246228077
"TMEM63A"	36.29	45.83	53.71	59.25	39.97	56.31	63.99	59.36	48.77	54.91	-0.17	0.020931467167563	0.0508344831857153	-0.219953069855693
"TMEM63B"	48.9	57.43	49.84	53.23	80.35	69.12	70.6	67.53	52.35	71.9	-0.45	0.000325721138322911	0.00383718946982498	-1.08719404020424
"TMEM63C"	5.36	3.8	4.53	4.23	2.39	3.09	3.26	3.28	4.48	3	0.45	0.0508509189613071	0.087816716630915	0.475390262121459
"TMEM64"	7.52	8.2	8.58	9.29	7.41	6.9	6.77	6.36	8.4	6.86	0.26	0.0242790586717228	0.0554446914919526	0.326596407463395
"TMEM65"	11.68	9.53	10.28	8.22	6.49	6.3	4.15	5.25	9.92	5.55	0.74	0.000118445226595891	0.00224879756630649	1.95955673167785
"TMEM67"	4.02	4.26	3.85	4.23	4.64	4.62	5.43	4.99	4.09	4.92	-0.22	0.0217508852903666	0.0520399325846812	-0.282405920438058
"TMEM68"	34.42	39.51	51.21	39.97	27.77	25.78	30.62	24.85	41.28	27.26	0.58	0.00056396667029779	0.00532462790509624	1.31875222695841
"TMEM69"	20.92	20.93	22.11	26.96	27.22	26.91	25.02	27.46	22.73	26.65	-0.22	0.017386931838848	0.0455552043166894	-0.295121640263054
"TMEM70"	70.74	45.86	87.59	45.68	29.8	24.76	24.02	18.92	62.47	24.37	1.32	9.47535535255817e-05	0.00199279444816622	3.56470949392053
"TMEM71"	0.51	0.28	0.45	0.21	0.43	0.15	0.07	0.32	0.36	0.24	0.13	1	1	0
"TMEM72"	0.04	0	0	0	0	0	0	0	0.01	0	0.02	1	1	0
"TMEM74"	0.01	0	0	0.01	0	0	0.01	0	0	0	0	1	1	0
"TMEM74B"	10.39	8.08	5.35	9.04	9.56	4.93	1.7	1.73	8.22	4.48	0.75	0.0168777331632626	0.0448538544975191	1.01115017257404
"TMEM79"	23.56	25.29	16.64	20.91	21.12	18.69	18.41	23.69	21.6	20.48	0.07	1	1	0
"TMEM80"	26.99	23.13	24.1	23.92	28.53	34.87	35.04	30.69	24.53	32.28	-0.38	0.00308344515473376	0.0157974511259131	-0.684536932240518
"TMEM81"	4.67	3.02	6	5.21	2.35	2.37	1.84	1.61	4.73	2.04	0.91	0.000464702469635385	0.00473519781269243	2.11544230501946
"TMEM82"	0	0	0.06	0	0	0	0	0	0.02	0	0.02	1	1	0
"TMEM86A"	1.55	1.39	0.92	1.21	2.65	3.46	2.93	3.34	1.27	3.1	-0.85	5.42279663025249e-05	0.00158233396682377	-2.38059657176104
"TMEM86B"	3.35	4.01	4.92	6.51	3.57	2.94	3.46	2.9	4.7	3.22	0.43	0.0247366986232559	0.0560579972464412	0.538085841503504
"TMEM87A"	94.65	128.32	127.79	118.27	97.4	106.93	99.41	91.28	117.26	98.76	0.25	0.0322849634789898	0.0656596796546422	0.295675310117481
"TMEM87B"	21.95	26.42	25.98	22.4	28.46	37.08	36.35	35.6	24.19	34.37	-0.49	0.000362542108860632	0.00407389276108896	-1.17109529958402
"TMEM88"	1.94	2.3	3.2	3.41	5.67	4.59	2.52	2.5	2.71	3.82	-0.38	0.194040888069686	0.241934243667014	-0.234195009552983
"TMEM88B"	0.17	0.34	0.25	0.18	0.07	0.18	0.22	0.2	0.23	0.17	0.08	0.152356272025388	0.1989756608546	0.0560960035366747
"TMEM89"	0.12	0	0.12	0.83	0	0.13	0	0	0.27	0.03	0.29	1	1	0
"TMEM8B"	14.9	13.75	16.73	17.81	12.5	8.44	14.61	10.07	15.8	11.41	0.44	0.0106913304035243	0.0345091576720704	0.643308882126408
"TMEM9"	155.6	156.58	172.22	134.47	101.11	120.08	118.58	101.93	154.72	110.43	0.48	0.000218570966523515	0.00303728985698962	1.20840660488534
"TMEM91"	29.44	29.53	32.6	31.28	20.22	14.8	11.32	12.67	30.71	14.75	1.01	6.49804584232253e-05	0.00171341769821741	2.79379811901669
"TMEM92"	2.81	1.98	1.28	1.86	2.32	0.74	0.96	1.19	1.98	1.3	0.37	0.0764561352271537	0.117520598899304	0.344057821477971
"TMEM94"	31.89	30.29	35.91	38.5	28.88	29.07	36.1	31.77	34.15	31.45	0.11	0.0373006968103048	0.0718241429575831	0.125810250228193
"TMEM95"	0.22	0.04	0.04	0.23	0.12	0	0	0.04	0.13	0.04	0.12	1	1	0
"TMEM97"	15.07	8.9	9.88	11.83	11.48	8.6	8.39	13.47	11.42	10.49	0.11	1	1	0
"TMEM98"	50.26	21.12	23.2	36.56	52.86	15.04	41.51	43.26	32.78	38.17	-0.21	1	1	0
"TMEM9B"	52.94	64.26	59.46	66.99	61.08	94.42	85.22	89.13	60.91	82.46	-0.43	0.00399955547466947	0.0188527259927297	-0.741589113136301
"TMF1"	51.69	61.21	74.61	66.02	39.22	35.92	34.81	36.27	63.39	36.56	0.78	2.12762963761301e-05	0.00115023155682736	2.29258748286433
"TMIE"	1.53	0.76	0.58	0.56	1.78	0.99	1.73	0.94	0.86	1.36	-0.35	0.031214512409083	0.0643269446303258	-0.417062476605639
"TMIGD1"	0	0	0.04	0	0	0	0	0	0.01	0	0.02	1	1	0
"TMIGD2"	0.12	0.32	0	0.22	0.16	0.4	0.6	0.65	0.16	0.45	-0.32	1	1	0
"TMIGD3"	0	0	0	0	0	0	0	0	0	0	0	1	1	0
"TMLHE"	11.37	10.67	8.72	9.47	10.77	7.38	6.5	7.86	10.06	8.13	0.28	0.0441665119094685	0.0798182663998705	0.307411358531038
"TMOD1"	0.19	0	0.06	0.03	0.24	0	0	0	0.07	0.06	0.02	1	1	0
"TMOD2"	4.66	4.07	3.66	3.57	6.26	4.86	3.06	3.94	3.99	4.53	-0.15	0.168302562239639	0.215598819079359	-0.099953043342407
"TMOD3"	70.89	81.64	76.18	74.69	69.14	88.66	87.03	68.72	75.85	78.39	-0.05	0.0848935503620177	0.126846151066239	-0.044836135309008
"TMOD4"	1.72	2.02	4.75	1.6	3.42	4.51	5.59	7.72	2.52	5.31	-0.84	0.00714330503466552	0.0270677420252592	-1.31674029589424
"TMPO"	22.32	23.57	33.53	33.54	20.33	23.66	34.57	31.08	28.24	27.41	0.04	0.0378766367216641	0.0726336962206256	0.0455544741870749
"TMPPE"	1.8	1.81	3.28	2.96	1.98	3	3.02	2.24	2.46	2.56	-0.04	0.554549573623096	0.603150032328386	-0.00878298578254204
"TMPRSS11A"	0.05	0.03	0.02	0.07	0.06	0.04	0.07	0.03	0.04	0.05	-0.01	1	1	0
"TMPRSS11B"	0.28	0.06	0.07	0.24	0.09	0.14	0.1	0.1	0.16	0.11	0.07	0.377655193273929	0.425165089218531	0.026000968216362
"TMPRSS11D"	3.19	4.6	1.3	1.79	4.31	0.58	2.41	0.36	2.72	1.92	0.35	0.186931726628727	0.234739624683685	0.220294757945431
"TMPRSS11E"	10.94	10.32	3.16	10.41	7.55	7.97	7.58	9.27	8.71	8.09	0.09	1	1	0
"TMPRSS11F"	0.11	0.09	0.12	0.02	0.08	0.02	0.16	0.14	0.08	0.1	-0.02	0.795669948063525	0.845650427531866	-0.00145618254462202
"TMPRSS12"	0.06	0.11	0.05	0.12	0.14	0.19	0.19	0.29	0.09	0.21	-0.15	0.0229026865532139	0.0536200466261725	-0.190600921905785
"TMPRSS13"	2.83	3.89	0.98	1.3	0.85	1.34	0.39	0.41	2.25	0.75	0.89	0.00369956027059798	0.0178815855577648	1.55535863774995
"TMPRSS15"	0.98	0.61	0.69	1.54	1.08	1.23	1.29	1.5	0.95	1.28	-0.22	0.127863846241921	0.173362421779178	-0.167429907653155
"TMPRSS2"	144.68	184.75	127.28	204.34	341.35	347.98	275.58	502.95	165.26	366.96	-1.15	0.00055453335748569	0.00527977296819608	-2.61899246463468
"TMPRSS3"	1.71	0.64	1.67	0.43	1.35	0.59	1.41	0.35	1.11	0.92	0.13	1	1	0
"TMPRSS4"	527.83	667.99	450.11	571.54	593.83	347.11	427.31	543.07	554.37	477.83	0.21	0.371475321788321	0.419014607341939	0.0793318757182277
"TMPRSS5"	0.9	0.19	0.35	0.42	0.66	0.91	0.64	0.51	0.47	0.68	-0.2	1	1	0
"TMPRSS6"	0.7	0.4	0.55	0.32	0.7	0.2	0.08	0.15	0.49	0.28	0.22	0.0800167470547445	0.121456189327519	0.201427676765435
"TMPRSS7"	0.28	0.29	0.77	0.49	0.52	0.33	0.93	0.38	0.46	0.54	-0.08	0.638647025608473	0.688075480907409	-0.0129891134128452
"TMPRSS9"	1.08	0.72	0.88	1.08	0.52	0.42	0.78	0.4	0.94	0.53	0.34	0.0054379001170408	0.0229115939517291	0.557581196654109
"TMSB10"	13494	11855.6	10128.7	11158.4	9825.41	5476.84	5595.95	6667.94	11659.17	6891.54	0.76	0.00108084511390719	0.00796183899586509	1.59522982280708
"TMSB15A"	0	0	0.31	0	0.31	0	0	0	0.08	0.08	0	1	1	0
"TMSB15B"	6.36	5.72	7.08	5.76	6.07	2.74	2.97	2.67	6.23	3.61	0.65	0.00681776187615448	0.0263656576619825	1.02632490428323
"TMSB15C"	5.47	4.93	4.05	2.71	4.19	2.59	2.16	1.64	4.29	2.65	0.54	0.00425370694572852	0.0196555109619382	0.921518457392519
"TMSB4X"	8211.4	8618.03	10486.43	7731.65	7373.98	8187.83	8993.76	7304.08	8761.88	7964.91	0.14	0.0157172529290754	0.0430900581344883	0.191187208798251
"TMSB4Y"	0.7	0	0	1.29	0.65	0	0	1.26	0.5	0.48	0.02	1	1	0
"TMTC1"	0.06	0.08	0.12	0.03	0.27	0.31	0.19	0.07	0.07	0.21	-0.18	0.00541075132740236	0.0228380001214903	-0.295441547232628
"TMTC2"	9.11	8.69	10.3	9.16	12.39	14.45	14.75	16.66	9.32	14.56	-0.59	2.45913269413926e-05	0.00115712335860833	-1.73260600019498
"TMTC3"	13.15	17.29	19.49	17.82	15.55	14.57	16.71	14.03	16.94	15.22	0.15	0.0487142906281661	0.0852365098488396	0.160406151225929
"TMTC4"	10.61	8.98	12.19	8.43	11.37	10.51	16.19	11.35	10.05	12.36	-0.27	0.0609305169971101	0.0995187937213015	-0.270565622123719
"TMUB1"	46.55	56.31	53.63	60.18	51.99	46.86	39.28	49.89	54.16	47	0.2	0.134329934169985	0.180179483457165	0.148858932492271
"TMUB2"	38.16	40.53	38.73	37.2	37.8	39.62	37.37	38.17	38.66	38.24	0.02	0.0213409241267469	0.0514362564331737	0.0257746129438142
"TMX1"	28.23	32.61	35.49	31.53	32.31	38.18	39.29	36.21	31.96	36.5	-0.19	0.0100587673851607	0.0332400464605707	-0.280884291793702
"TMX2"	84.89	97.33	105.42	117.68	75.12	97.2	85.8	90.15	101.33	87.07	0.22	0.0166479472065952	0.0444903495180821	0.29738152012857
"TMX3"	20.86	20.76	22.51	24.2	22.03	23.57	26.9	27.34	22.08	24.96	-0.17	0.0166101440622926	0.0444269288660371	-0.229900130279269
"TMX4"	7.1	9.72	11.1	10.28	9.14	12.08	13.29	13.27	9.55	11.94	-0.29	0.0225342890654475	0.0531966931639231	-0.369493455464062
"TNC"	5.85	2.33	0.95	0.98	16.08	2.3	7.3	4.61	2.53	7.57	-1.28	0.0172129601798384	0.0452872982331548	-1.72035019244728
"TNF"	0.64	0.78	0.25	0.17	1.71	0.21	0.14	0.26	0.46	0.58	-0.11	0.546703294986741	0.595190221700738	-0.0247878633605447
"TNFAIP1"	64.51	55.18	50.39	52.86	66.27	48.05	46.16	43.3	55.74	50.95	0.13	0.0386398905001431	0.0733715930551342	0.147481366676193
"TNFAIP2"	187.22	206.58	209.48	184.65	607.76	708.42	649.54	765.27	196.98	682.75	-1.79	1.23043198132266e-08	0.000107364114587473	-7.10476212704079
"TNFAIP3"	20.56	14.22	13.91	6.64	33.18	9.47	10.55	14.14	13.83	16.83	-0.27	1	1	0
"TNFAIP6"	0.14	0	0	0	0.06	0	0	0	0.04	0.02	0.03	1	1	0
"TNFAIP8"	65.51	51.79	55.78	49.48	67.73	48.48	76.05	72.34	55.64	66.15	-0.25	0.167262936291234	0.214632800544092	-0.167075976922005
"TNFAIP8L1"	2.07	1.86	1.56	2.48	1.75	2.07	2.03	2.44	1.99	2.07	-0.04	0.119851532038342	0.165165978590769	-0.0312831762060307
"TNFAIP8L2"	0.33	0.11	0.73	0.14	0.16	0.17	0.09	0.08	0.33	0.13	0.24	1	1	0
"TNFAIP8L3"	1.04	0.43	0.57	0.41	0.45	0.3	0.51	0.19	0.62	0.36	0.24	0.0566463633604758	0.0945463620224646	0.245845242572259
"TNFRSF10A"	19.71	21.55	26.2	23.53	18.49	11.8	13.81	8.35	22.75	13.11	0.75	0.00214705370918279	0.0124333785228025	1.42905813333931
"TNFRSF10B"	176.58	204.66	197.27	194.79	147.49	110.1	111.55	88.4	193.33	114.39	0.75	9.65791469864349e-05	0.00199816305940742	2.02452680565935
"TNFRSF10C"	36.97	81.7	76.83	86.02	15.1	27.88	19.02	11.47	70.38	18.37	1.88	0.000319729281707867	0.00378354305925067	4.55355047992041
"TNFRSF10D"	34.43	40.69	46.39	47.66	17.01	15.48	11.97	11.47	42.29	13.98	1.53	4.1354356636741e-06	0.000717384476777574	4.81069947840164
"TNFRSF11A"	2.88	3.76	3.9	4.12	3.93	3.05	4.94	6.3	3.67	4.56	-0.25	0.0962638890639802	0.139656327021356	-0.213734846035825
"TNFRSF11B"	1.76	1.15	1.66	1.09	0.87	0.62	1.18	0.87	1.42	0.88	0.36	0.0376924668848595	0.0723772390517446	0.410543275602865
"TNFRSF12A"	394.57	508.72	471.85	398.56	357.27	303.27	305.71	238.76	443.43	301.25	0.56	0.000581900585457929	0.00541244304665845	1.26929972990868
"TNFRSF13B"	0.2	0.48	0.92	0.36	0.28	0.14	0.72	0.33	0.49	0.37	0.12	0.394253371105085	0.441928830239642	0.0425577198381684
"TNFRSF13C"	0.6	0.35	0.34	0.5	0.41	0.22	0.25	0.19	0.45	0.27	0.19	0.0275440994252021	0.0596375730819346	0.232651207264324
"TNFRSF14"	58.48	61.64	51.19	65.22	79.13	76.54	100.48	103.28	59.13	89.86	-0.6	0.000306262685430486	0.0036905822535921	-1.45974306655273
"TNFRSF17"	1.26	1.21	0.91	0.28	2.7	1.15	0.72	2.22	0.92	1.7	-0.49	0.144350913764016	0.19056293476231	-0.352781168056657
"TNFRSF18"	0.45	0.98	0.54	0.75	0.13	0.05	0.1	0.08	0.68	0.09	0.62	0.000960233506722781	0.00744610074269237	1.31940407719591
"TNFRSF19"	3.03	1.92	2.7	1.96	3.69	2.67	1.76	3.06	2.4	2.79	-0.16	0.608737885690746	0.657646883624016	-0.0291211573640765
"TNFRSF1A"	176.59	159.48	131.42	171.46	247.32	175.37	210.82	215.28	159.74	212.2	-0.41	0.0128904998515242	0.0385513050460992	-0.57972397537341
"TNFRSF1B"	1.11	0.47	0.43	0.5	0.96	0.57	0.9	0.62	0.63	0.76	-0.12	0.14756259994227	0.194010383173527	-0.0854610031912813
"TNFRSF21"	292.32	268.5	269.76	269.45	455.26	274	282.64	294.09	275.01	326.5	-0.25	0.138078559941616	0.183875918950003	-0.183868785950307
"TNFRSF25"	17.88	13.52	25.7	21.1	17.28	17.82	26.56	18.75	19.55	20.1	-0.04	1	1	0
"TNFRSF4"	0.06	0.4	0.23	0.06	0	0	0.05	0	0.19	0.01	0.23	1	1	0
"TNFRSF6B"	2.87	1.42	1.75	2.24	4.92	1.47	2.05	1.9	2.07	2.59	-0.22	1	1	0
"TNFRSF8"	0	0	0	0	0	0	0	0	0	0	0	1	1	0
"TNFRSF9"	0.65	0.51	0.6	0.57	0.67	0.79	0.73	0.58	0.58	0.69	-0.1	0.124911324261061	0.170457310233844	-0.0768384368878377
"TNFSF10"	39.05	35.13	34.18	32.47	100.8	71.2	111.43	128.15	35.21	102.9	-1.52	1.13061970610941e-05	0.000907536297570351	-4.62404671395449
"TNFSF11"	1.53	1.12	0.85	1.2	0.46	0.02	0.23	0.15	1.18	0.21	0.84	0.00393330448065278	0.0186515904270306	1.45259866907242
"TNFSF12"	7.6	8.2	5.94	6.99	4.03	3.61	3.97	2.7	7.18	3.58	0.84	9.19355499781143e-05	0.00197186765211211	2.27230267942453
"TNFSF12-TNFSF13"	0	0	0.17	0	0	0	0	0	0.04	0	0.06	1	1	0
"TNFSF13"	24.36	24.48	31.34	29.72	19.14	18.39	18.14	21.94	27.47	19.4	0.48	0.00156298985505746	0.0100872506632031	0.958189049776329
"TNFSF13B"	2.14	3.16	1.47	2.09	3.28	1.41	2.1	3.49	2.21	2.57	-0.15	1	1	0
"TNFSF14"	2.11	0.63	0.45	0.56	1.69	0.45	1.05	0.88	0.94	1.02	-0.06	1	1	0
"TNFSF15"	2.9	3.31	4.46	6.88	11.86	19.56	19.11	24.71	4.39	18.81	-1.88	3.40061176319121e-08	0.000107364114587473	-7.46198480381938
"TNFSF18"	0.04	0.03	0.04	0.08	0	0.09	0.08	0.09	0.05	0.07	-0.03	1	1	0
"TNFSF4"	0.55	0.83	0.62	0.63	0.54	0.63	0.81	0.81	0.66	0.7	-0.04	0.122430398593534	0.167899076726394	-0.0309980676812761
"TNFSF8"	0	0	0.03	0	0	0.03	0	0.01	0.01	0.01	0	1	1	0
"TNFSF9"	10.43	10.23	8.91	13.45	10.29	2.11	0.83	1.68	10.76	3.73	1.31	0.00665134477267468	0.0259767759973881	2.0768933233169
"TNIK"	2.1	1.43	2.03	2.07	2.13	1.5	0.48	0.8	1.91	1.23	0.39	0.0689422303103024	0.108908440676317	0.375545999412548
"TNIP1"	248.39	264.08	145.02	145.03	321.88	234.83	197.14	195.47	200.63	237.33	-0.24	0.101744058355831	0.145694095174633	-0.200773931847059
"TNIP2"	31.79	28.46	28.88	32.78	35.4	27.31	33.73	33.72	30.48	32.54	-0.09	0.0679856107894486	0.107796389305166	-0.0870656207238005
"TNIP3"	0.17	0.26	0.1	0.27	0.61	0.14	0.31	0.2	0.2	0.32	-0.13	0.324196789239809	0.371714883420949	-0.055872706429189
"TNK1"	18.19	15.06	18.56	18.63	14.84	14.26	17.26	16.57	17.61	15.73	0.15	0.0321187887259214	0.0654481991515935	0.177615344825239
"TNK2"	23.2	23.83	26.32	30.98	22.31	38.06	34.31	38.81	26.08	33.37	-0.34	0.0214111806511978	0.0515570370107387	-0.437822096849986
"TNKS"	13.66	14.52	20.55	18.91	12.95	12.85	14.52	15.24	16.91	13.89	0.27	0.00836879835253022	0.0297287020707512	0.412242493851033
"TNKS1BP1"	151.58	119.05	95.06	92.95	219.84	159.46	170.67	187.11	114.66	184.27	-0.68	0.000551382244755459	0.0052624668172368	-1.54959122813786
"TNKS2"	30.28	27.09	35.05	31.27	34.15	29.42	33.5	38.47	30.92	33.88	-0.13	0.0394749743084199	0.0743529345463211	-0.146731245200608
"TNMD"	0.28	0	0	0	0.04	0.12	0	0.08	0.07	0.06	0.01	1	1	0
"TNN"	0	0	0	0	0	0	0	0	0	0	0	1	1	0
"TNNC1"	22.96	37.27	39.59	46.6	17.21	60.72	72.63	58.69	36.61	52.32	-0.5	0.305524878838283	0.35343805784414	-0.225843343965568
"TNNC2"	0.75	0.32	1.27	0.51	0.18	0	0	0	0.71	0.04	0.71	1	1	0
"TNNI1"	1.98	1.62	1.33	2.05	1	0.69	1.99	1.06	1.74	1.19	0.33	0.0955237461958532	0.138954833896769	0.282851692393837
"TNNI2"	50.59	81.79	62.01	72.91	17.08	55.7	48.79	14.99	66.82	34.14	0.95	0.0292703402060348	0.0618308029563048	1.1483553578871
"TNNI3"	2.85	1.39	6.2	3.4	2.41	1.79	0.82	0.07	3.46	1.27	0.97	0.0546513186977027	0.0920830096020851	1.00474588000391
"TNNI3K"	2.1	0.75	2.03	1.83	1.35	0.62	1.22	0.29	1.67	0.87	0.52	1	1	0
"TNNT1"	72.79	62.4	81.51	101.56	40.25	22.91	22.25	21.53	79.57	26.74	1.54	8.09733739569297e-05	0.0018691677284084	4.20166165768991
"TNNT2"	6.52	2.16	3.04	1.99	1.95	0.79	0.73	0.2	3.43	0.92	1.21	0.000166939721497348	0.00267544207467729	3.11285138133998
"TNNT3"	0.59	0.38	0.33	0.46	0.25	0	0.1	0	0.44	0.09	0.41	1	1	0
"TNP1"	0	0	0	0	0	0	0	0	0	0	0	1	1	0
"TNP2"	0	0	0	0	0	0	0	0	0	0	0	1	1	0
"TNPO1"	59.21	60.85	62.71	58.7	55.13	59.93	53.23	56.93	60.37	56.3	0.1	0.0120802056666056	0.0370863723557052	0.143078564558619
"TNPO2"	52.5	57.47	51.29	54.72	48.95	46.6	43.56	37.83	53.99	44.24	0.28	0.00633439267552157	0.0251749050291499	0.447729004554068
"TNPO3"	29.35	29.19	31.81	31.77	29.85	28.71	31.89	33.8	30.53	31.06	-0.02	0.0151108635176064	0.0422517717584147	-0.0274831014981819
"TNR"	0.12	0.07	0.08	0.11	0.09	0.11	0.07	0.12	0.1	0.1	0	0.193831907647693	0.24171186461225	0
"TNRC18"	49.19	49.86	56.08	52.49	55.88	59.19	59.69	56.55	51.91	57.83	-0.15	0.0136679736683921	0.0397914231389007	-0.210031579207262
"TNRC6A"	19.19	19.47	21.57	21.82	20.63	23.49	27.5	24.22	20.51	23.96	-0.21	0.0053272791414827	0.0226919666830669	-0.345266851177347
"TNRC6B"	7.97	8.83	13.65	11.66	11.94	13.13	17.38	18.37	10.53	15.21	-0.49	0.00060840695251239	0.00556572345548982	-1.10469440438098
"TNRC6C"	0.4	0.66	0.82	0.56	1.87	1.31	2.42	1.34	0.61	1.74	-0.76	0.000195107588665245	0.00288656831740353	-1.93010980117979
"TNS1"	1.44	0.62	3.46	1.07	1.1	0.14	5.98	0.78	1.65	2	-0.18	1	1	0
"TNS2"	1.09	1.25	3.23	1.99	0.99	1.46	3.24	1.51	1.89	1.8	0.05	1	1	0
"TNS3"	28.76	30.87	22.13	34.66	55.92	41.86	38.21	48.82	29.11	46.2	-0.65	0.00518476404330424	0.0222833338381706	-1.07381289163366
"TNS4"	130.94	130.42	60.29	91.39	112.44	88.12	117.44	54.6	103.26	93.15	0.15	1	1	0
"TNXB"	12.36	9.86	13.21	10.35	5.73	5.42	10.58	4.87	11.45	6.65	0.7	0.00404674846338374	0.0190124914413618	1.20467267790823
"TOB1"	121.13	165.28	158.32	180.62	111.77	183.05	160.42	157.69	156.34	153.23	0.03	0.767632374239174	0.817061874434603	0.00263235161952242
"TOB2"	33.59	33.29	35.86	38.71	33.02	32	31.49	33.28	35.36	32.45	0.12	0.0159236147061101	0.0434295407309354	0.163465771595322
"TOE1"	2.74	3.42	3.12	4.01	4.64	6.64	8.25	6.94	3.32	6.62	-0.82	6.54075477099507e-05	0.00171800923152959	-2.26727909563004
"TOGARAM1"	6.74	5.8	5.95	5.61	5.42	7.83	7.78	10.87	6.03	7.98	-0.35	0.0757764547736198	0.116748693642042	-0.326461789593451
"TOGARAM2"	0	0	0	0.19	0	0.01	0	0.36	0.05	0.09	-0.06	1	1	0
"TOLLIP"	40.39	51.32	39.34	50.16	44.71	67.97	50.75	54.86	45.3	54.57	-0.26	0.1319265801425	0.17760472404311	-0.195141826558554
"TOM1"	37.22	30.74	38.51	42.75	25.9	32.81	28.51	25.25	37.3	28.11	0.4	0.00503029024766799	0.0218032419004684	0.664591570726844
"TOM1L1"	38.87	37.89	40.5	36.05	40.93	53.08	42.18	40.65	38.33	44.21	-0.2	0.0255725145468021	0.057066400146426	-0.248723904536477
"TOM1L2"	77.56	89.33	69.72	97.77	88.07	110.28	105.07	134.02	83.59	109.36	-0.38	0.0169156007408741	0.0448940271175923	-0.512168345468176
"TOMM20"	122.89	131.13	137.35	123.53	117.81	116.5	120.14	107.55	128.72	115.5	0.16	0.0060972234066001	0.0246228622912738	0.257385834206542
"TOMM20L"	1.08	0.2	0.53	0.75	1.26	1.24	1.03	1.41	0.64	1.23	-0.44	1	1	0
"TOMM22"	37.46	35.95	45.54	42.34	32.74	33.43	32.4	32.81	40.32	32.85	0.29	0.00371436834316238	0.0179147628063432	0.506568791895883
"TOMM34"	52.2	59.7	48.1	60.41	64.67	67.36	66.9	81.08	55.1	70	-0.34	0.00857700592579497	0.0301535321102442	-0.517025014842936
"TOMM40"	56.13	65.9	67.51	75.28	43.35	39.87	40.93	39.41	66.2	40.89	0.68	1.62053872319094e-05	0.0010273825013772	2.03202212817772
"TOMM40L"	11.14	10.33	6.44	10.59	10.43	10.05	6.8	8.27	9.62	8.89	0.1	1	1	0
